title,price,link,id,review
Teenage Mutant Ninja Turtles: Splintered Fate,$7.49,https://store.steampowered.com/app/2996040/Teenage_Mutant_Ninja_Turtles_Splintered_Fate/?snr=1_7_7_2300_150_5,2996040,positive
Toy Keeper,$4.24,https://store.steampowered.com/app/4867330/Toy_Keeper/?snr=1_7_7_2300_150_5,4867330,negative
Star Birds,$14.99,https://store.steampowered.com/app/2719750/Star_Birds/?snr=1_7_7_2300_150_5,2719750,positive
Cursed Companions,$6.29,https://store.steampowered.com/app/3265230/Cursed_Companions/?snr=1_7_7_2300_150_5,3265230,positive
Jeffrey Eggstein,$3.99,https://store.steampowered.com/app/4775410/Jeffrey_Eggstein/?snr=1_7_7_2300_150_5,4775410,mixed
Forest Escape: Last Train,$7.99,https://store.steampowered.com/app/4090360/Forest_Escape_Last_Train/?snr=1_7_7_2300_150_5,4090360,positive
Strange Antiquities,$12.05,https://store.steampowered.com/app/2885870/Strange_Antiquities/?snr=1_7_7_2300_150_5,2885870,positive
Smalland: Survive the Wilds,$8.74,https://store.steampowered.com/app/768200/Smalland_Survive_the_Wilds/?snr=1_7_7_2300_150_5,768200,positive
MIO: Memories in Orbit,$14.99,https://store.steampowered.com/app/1672810/MIO_Memories_in_Orbit/?snr=1_7_7_2300_150_5,1672810,positive
Still Wakes the Deep,$8.74,https://store.steampowered.com/app/1622910/Still_Wakes_the_Deep/?snr=1_7_7_2300_150_5,1622910,positive
NARUTO TO BORUTO: SHINOBI STRIKER,$4.99,https://store.steampowered.com/app/633230/NARUTO_TO_BORUTO_SHINOBI_STRIKER/?snr=1_7_7_2300_150_5,633230,positive
Commandos: Origins,$34.99,https://store.steampowered.com/app/1479730/Commandos_Origins/?snr=1_7_7_2300_150_5,1479730,positive
Invincible VS,$39.99,https://store.steampowered.com/app/2353060/Invincible_VS/?snr=1_7_7_2300_150_5,2353060,positive
The Wandering Village,$14.99,https://store.steampowered.com/app/1121640/The_Wandering_Village/?snr=1_7_7_2300_150_5,1121640,positive
Fast Food Simulator,$9.74,https://store.steampowered.com/app/2916430/Fast_Food_Simulator/?snr=1_7_7_2300_150_5,2916430,positive
Bully: Scholarship Edition,$5.24,https://store.steampowered.com/app/12200/Bully_Scholarship_Edition/?snr=1_7_7_2300_150_5,12200,positive
Viewfinder,$8.74,https://store.steampowered.com/app/1382070/Viewfinder/?snr=1_7_7_2300_150_5,1382070,positive
Clue/Cluedo,$4.49,https://store.steampowered.com/app/2506480/ClueCluedo/?snr=1_7_7_2300_150_5,2506480,positive
Xenonauts 2,$19.99,https://store.steampowered.com/app/538030/Xenonauts_2/?snr=1_7_7_2300_150_5,538030,positive
Bayonetta,$5.99,https://store.steampowered.com/app/460790/Bayonetta/?snr=1_7_7_2300_150_5,460790,positive
Firefighting Simulator: Ignite,$20.99,https://store.steampowered.com/app/1669480/Firefighting_Simulator_Ignite/?snr=1_7_7_2300_150_5,1669480,positive
Megastore Simulator,$11.05,https://store.steampowered.com/app/3819640/Megastore_Simulator/?snr=1_7_7_2300_150_5,3819640,positive
Little Nightmares II,$9.89,https://store.steampowered.com/app/860510/Little_Nightmares_II/?snr=1_7_7_2300_150_5,860510,positive
NARUTO SHIPPUDEN: Ultimate Ninja STORM 4,$14.99,https://store.steampowered.com/app/349040/NARUTO_SHIPPUDEN_Ultimate_Ninja_STORM_4/?snr=1_7_7_2300_150_5,349040,positive
GigaBash,$8.74,https://store.steampowered.com/app/1546400/GigaBash/?snr=1_7_7_2300_150_5,1546400,positive
Coal LLC,$8.99,https://store.steampowered.com/app/3361510/Coal_LLC/?snr=1_7_7_2300_150_5,3361510,positive
Tangle Tower,$3.99,https://store.steampowered.com/app/359510/Tangle_Tower/?snr=1_7_7_2300_150_5,359510,positive
METAL GEAR SOLID 2: Sons of Liberty - Master Collection Version,$9.99,https://store.steampowered.com/app/2131640/METAL_GEAR_SOLID_2_Sons_of_Liberty__Master_Collection_Version/?snr=1_7_7_2300_150_5,2131640,positive
Assassin's Creed™: Director's Cut Edition,$4.99,https://store.steampowered.com/app/15100/Assassins_Creed_Directors_Cut_Edition/?snr=1_7_7_2300_150_5,15100,positive
Old World,$9.99,https://store.steampowered.com/app/597180/Old_World/?snr=1_7_7_2300_150_5,597180,positive
Vampyr,$3.99,https://store.steampowered.com/app/427290/Vampyr/?snr=1_7_7_2300_150_5,427290,positive
The Sinking City Remastered,$5.99,https://store.steampowered.com/app/750130/The_Sinking_City_Remastered/?snr=1_7_7_2300_150_5,750130,positive
Wayfinder,$3.24,https://store.steampowered.com/app/1171690/Wayfinder/?snr=1_7_7_2300_150_5,1171690,mixed
Backpack Dungeon,$3.19,https://store.steampowered.com/app/4478640/Backpack_Dungeon/?snr=1_7_7_2300_150_5,4478640,positive
Atari 50: The Anniversary Celebration,$15.99,https://store.steampowered.com/app/1919470/Atari_50_The_Anniversary_Celebration/?snr=1_7_7_2300_150_5,1919470,positive
GONE Fishing,$7.99,https://store.steampowered.com/app/3645890/GONE_Fishing/?snr=1_7_7_2300_150_5,3645890,positive
Farm Factory Simulator,$10.39,https://store.steampowered.com/app/4668220/Farm_Factory_Simulator/?snr=1_7_7_2300_150_5,4668220,positive
Void Crew,$12.49,https://store.steampowered.com/app/1063420/Void_Crew/?snr=1_7_7_2300_150_5,1063420,positive
Suzerain,$5.99,https://store.steampowered.com/app/1207650/Suzerain/?snr=1_7_7_2300_150_5,1207650,positive
70s-style Robot Anime Geppy-X,$35.99,https://store.steampowered.com/app/4120310/70sstyle_Robot_Anime_GeppyX/?snr=1_7_7_2300_150_5,4120310,positive
ONE PIECE ODYSSEY,$9.99,https://store.steampowered.com/app/814000/ONE_PIECE_ODYSSEY/?snr=1_7_7_2300_150_5,814000,positive
Clone Drone in the Danger Zone,$6.99,https://store.steampowered.com/app/597170/Clone_Drone_in_the_Danger_Zone/?snr=1_7_7_2300_150_5,597170,positive
Garlic Builder,$0.87,https://store.steampowered.com/app/2512920/Garlic_Builder/?snr=1_7_7_2300_150_5,2512920,positive
Dorfromantik,$9.09,https://store.steampowered.com/app/1455840/Dorfromantik/?snr=1_7_7_2300_150_5,1455840,positive
SOULCALIBUR VI,$5.99,https://store.steampowered.com/app/544750/SOULCALIBUR_VI/?snr=1_7_7_2300_150_5,544750,positive
MudRunner,$3.99,https://store.steampowered.com/app/675010/MudRunner/?snr=1_7_7_2300_150_6,675010,positive
Cloudheim,$19.79,https://store.steampowered.com/app/2070270/Cloudheim/?snr=1_7_7_2300_150_6,2070270,positive
Dead Rising Deluxe Remaster,$24.99,https://store.steampowered.com/app/2527390/Dead_Rising_Deluxe_Remaster/?snr=1_7_7_2300_150_6,2527390,positive
Tavern Keeper 🍻,$23.99,https://store.steampowered.com/app/436780/Tavern_Keeper/?snr=1_7_7_2300_150_6,436780,positive
He is Coming,$8.99,https://store.steampowered.com/app/2824490/He_is_Coming/?snr=1_7_7_2300_150_6,2824490,positive
Superliminal,$7.99,https://store.steampowered.com/app/1049410/Superliminal/?snr=1_7_7_2300_150_6,1049410,positive
Mortal Kombat: Legacy Kollection,$27.49,https://store.steampowered.com/app/3454980/Mortal_Kombat_Legacy_Kollection/?snr=1_7_7_2300_150_6,3454980,mixed
Tiny Tina's Wonderlands,$11.99,https://store.steampowered.com/app/1286680/Tiny_Tinas_Wonderlands/?snr=1_7_7_2300_150_6,1286680,positive
L.A. Noire,$5.99,https://store.steampowered.com/app/110800/LA_Noire/?snr=1_7_7_2300_150_6,110800,positive
Castlevania Dominus Collection,$17.49,https://store.steampowered.com/app/2369900/Castlevania_Dominus_Collection/?snr=1_7_7_2300_150_6,2369900,positive
Dune: Spice Wars,$13.99,https://store.steampowered.com/app/1605220/Dune_Spice_Wars/?snr=1_7_7_2300_150_6,1605220,positive
Bendy and the Ink Machine,$1.99,https://store.steampowered.com/app/622650/Bendy_and_the_Ink_Machine/?snr=1_7_7_2300_150_6,622650,positive
Eastward,$12.49,https://store.steampowered.com/app/977880/Eastward/?snr=1_7_7_2300_150_6,977880,positive
Sengoku Dynasty,$14.91,https://store.steampowered.com/app/1702010/Sengoku_Dynasty/?snr=1_7_7_2300_150_6,1702010,positive
The Battle of Polytopia,$4.49,https://store.steampowered.com/app/874390/The_Battle_of_Polytopia/?snr=1_7_7_2300_150_6,874390,positive
Stacklands,$3.99,https://store.steampowered.com/app/1948280/Stacklands/?snr=1_7_7_2300_150_6,1948280,positive
Banishers: Ghosts of New Eden,$14.99,https://store.steampowered.com/app/1493640/Banishers_Ghosts_of_New_Eden/?snr=1_7_7_2300_150_6,1493640,positive
The Henry Stickmin Collection,$5.99,https://store.steampowered.com/app/1089980/The_Henry_Stickmin_Collection/?snr=1_7_7_2300_150_6,1089980,positive
Heart of the Machine,$11.99,https://store.steampowered.com/app/2001070/Heart_of_the_Machine/?snr=1_7_7_2300_150_6,2001070,positive
System Shock,$11.99,https://store.steampowered.com/app/482400/System_Shock/?snr=1_7_7_2300_150_6,482400,positive
METAL GEAR SOLID 3: Snake Eater - Master Collection Version,$9.99,https://store.steampowered.com/app/2131650/METAL_GEAR_SOLID_3_Snake_Eater__Master_Collection_Version/?snr=1_7_7_2300_150_6,2131650,positive
Travellers Rest,$13.49,https://store.steampowered.com/app/1139980/Travellers_Rest/?snr=1_7_7_2300_150_6,1139980,positive
Looking For Fael,$16.99,https://store.steampowered.com/app/2521170/Looking_For_Fael/?snr=1_7_7_2300_150_6,2521170,positive
Nova Roma,$23.99,https://store.steampowered.com/app/2426530/Nova_Roma/?snr=1_7_7_2300_150_6,2426530,positive
Evil West,$9.99,https://store.steampowered.com/app/1065310/Evil_West/?snr=1_7_7_2300_150_6,1065310,positive
Aethermancer,$18.19,https://store.steampowered.com/app/2288470/Aethermancer/?snr=1_7_7_2300_150_6,2288470,positive
What Remains of Edith Finch,$4.99,https://store.steampowered.com/app/501300/What_Remains_of_Edith_Finch/?snr=1_7_7_2300_150_6,501300,positive
SHINOBI: Art of Vengeance,$14.99,https://store.steampowered.com/app/2361770/SHINOBI_Art_of_Vengeance/?snr=1_7_7_2300_150_6,2361770,positive
Super Fantasy Kingdom,$9.99,https://store.steampowered.com/app/2289750/Super_Fantasy_Kingdom/?snr=1_7_7_2300_150_6,2289750,positive
Sniper Ghost Warrior Contracts 2,$3.99,https://store.steampowered.com/app/1338770/Sniper_Ghost_Warrior_Contracts_2/?snr=1_7_7_2300_150_6,1338770,positive
Pax Dei,$14.99,https://store.steampowered.com/app/1995520/Pax_Dei/?snr=1_7_7_2300_150_6,1995520,mixed
Warhammer: End Times - Vermintide,$2.99,https://store.steampowered.com/app/235540/Warhammer_End_Times__Vermintide/?snr=1_7_7_2300_150_6,235540,positive
Megaquarium,$7.49,https://store.steampowered.com/app/600480/Megaquarium/?snr=1_7_7_2300_150_6,600480,positive
Easy Delivery Co.,$9.09,https://store.steampowered.com/app/3293010/Easy_Delivery_Co/?snr=1_7_7_2300_150_6,3293010,positive
Crashout Crew,$4.95,https://store.steampowered.com/app/3583210/Crashout_Crew/?snr=1_7_7_2300_150_6,3583210,positive
The Midnight Walk,$14.99,https://store.steampowered.com/app/2863640/The_Midnight_Walk/?snr=1_7_7_2300_150_6,2863640,positive
Empyrion - Galactic Survival,$7.99,https://store.steampowered.com/app/383120/Empyrion__Galactic_Survival/?snr=1_7_7_2300_150_6,383120,positive
THE GAME OF LIFE 2,$3.74,https://store.steampowered.com/app/1455630/THE_GAME_OF_LIFE_2/?snr=1_7_7_2300_150_6,1455630,positive
Comic Book Store Simulator,$7.19,https://store.steampowered.com/app/3354220/Comic_Book_Store_Simulator/?snr=1_7_7_2300_150_6,3354220,positive
Touhou: Divine Land -Majesty in Game-,$13.49,https://store.steampowered.com/app/3406890/Touhou_Divine_Land_Majesty_in_Game/?snr=1_7_7_2300_150_6,3406890,positive
Pet the Cat,$4.49,https://store.steampowered.com/app/4605210/Pet_the_Cat/?snr=1_7_7_2300_150_6,4605210,positive
Stronghold: Definitive Edition,$4.49,https://store.steampowered.com/app/2140020/Stronghold_Definitive_Edition/?snr=1_7_7_2300_150_6,2140020,positive
ROUNDS,$2.99,https://store.steampowered.com/app/1557740/ROUNDS/?snr=1_7_7_2300_150_6,1557740,positive
Stick Fight: The Game,$1.99,https://store.steampowered.com/app/674940/Stick_Fight_The_Game/?snr=1_7_7_2300_150_6,674940,positive
SNK VS. CAPCOM SVC CHAOS,$9.99,https://store.steampowered.com/app/2442380/SNK_VS_CAPCOM_SVC_CHAOS/?snr=1_7_7_2300_150_6,2442380,positive
Taival,$15.99,https://store.steampowered.com/app/3152750/Taival/?snr=1_7_7_2300_150_6,3152750,positive
Dungeons 4,$27.49,https://store.steampowered.com/app/1643310/Dungeons_4/?snr=1_7_7_2300_150_6,1643310,positive
Astral Ascent,$9.99,https://store.steampowered.com/app/1280930/Astral_Ascent/?snr=1_7_7_2300_150_6,1280930,positive
Railway Empire 2,$24.99,https://store.steampowered.com/app/1644320/Railway_Empire_2/?snr=1_7_7_2300_150_6,1644320,positive
NARUTO X BORUTO Ultimate Ninja STORM CONNECTIONS,$23.99,https://store.steampowered.com/app/1020790/NARUTO_X_BORUTO_Ultimate_Ninja_STORM_CONNECTIONS/?snr=1_7_7_2300_150_6,1020790,mixed
Pacify,$2.24,https://store.steampowered.com/app/967050/Pacify/?snr=1_7_7_2300_150_7,967050,positive
Bladesong,$15.99,https://store.steampowered.com/app/2305640/Bladesong/?snr=1_7_7_2300_150_7,2305640,positive
Yu-Gi-Oh! EARLY DAYS COLLECTION,$14.99,https://store.steampowered.com/app/3013550/YuGiOh_EARLY_DAYS_COLLECTION/?snr=1_7_7_2300_150_7,3013550,positive
ENDLESS Legend™ 2,$29.99,https://store.steampowered.com/app/3407390/ENDLESS_Legend_2/?snr=1_7_7_2300_150_7,3407390,positive
Equinox: Homecoming,$11.99,https://store.steampowered.com/app/3258290/Equinox_Homecoming/?snr=1_7_7_2300_150_7,3258290,positive
WRC Generations – The FIA WRC Official Game,$3.99,https://store.steampowered.com/app/1953520/WRC_Generations__The_FIA_WRC_Official_Game/?snr=1_7_7_2300_150_7,1953520,mixed
Winter Memories,$15.99,https://store.steampowered.com/app/2495450/Winter_Memories/?snr=1_7_7_2300_150_7,2495450,positive
The House Always Wins,$11.04,https://store.steampowered.com/app/3412160/The_House_Always_Wins/?snr=1_7_7_2300_150_7,3412160,positive
Monster Hunter Stories,$9.89,https://store.steampowered.com/app/2356560/Monster_Hunter_Stories/?snr=1_7_7_2300_150_7,2356560,positive
Soulforge Lost Path,$8.09,https://store.steampowered.com/app/3839250/Soulforge_Lost_Path/?snr=1_7_7_2300_150_7,3839250,positive
POSTAL 2,$0.99,https://store.steampowered.com/app/223470/POSTAL_2/?snr=1_7_7_2300_150_7,223470,positive
The Thaumaturge,$12.24,https://store.steampowered.com/app/1684350/The_Thaumaturge/?snr=1_7_7_2300_150_7,1684350,positive
Strange Horticulture,$5.43,https://store.steampowered.com/app/1574580/Strange_Horticulture/?snr=1_7_7_2300_150_7,1574580,positive
RollerCoaster Tycoon® 3: Complete Edition,$4.99,https://store.steampowered.com/app/1368820/RollerCoaster_Tycoon_3_Complete_Edition/?snr=1_7_7_2300_150_7,1368820,positive
Tavern Legends,$21.24,https://store.steampowered.com/app/3160880/Tavern_Legends/?snr=1_7_7_2300_150_7,3160880,positive
Expeditions: A MudRunner Game,$15.99,https://store.steampowered.com/app/2477340/Expeditions_A_MudRunner_Game/?snr=1_7_7_2300_150_7,2477340,mixed
Fae Farm,$10.19,https://store.steampowered.com/app/2230110/Fae_Farm/?snr=1_7_7_2300_150_7,2230110,positive
Norland,$14.99,https://store.steampowered.com/app/1857090/Norland/?snr=1_7_7_2300_150_7,1857090,positive
Voyagers of Nera,$19.79,https://store.steampowered.com/app/2686630/Voyagers_of_Nera/?snr=1_7_7_2300_150_7,2686630,positive
Into the Breach,$5.24,https://store.steampowered.com/app/590380/Into_the_Breach/?snr=1_7_7_2300_150_7,590380,positive
Cozy Grove,$3.74,https://store.steampowered.com/app/1458100/Cozy_Grove/?snr=1_7_7_2300_150_7,1458100,positive
We Were Here Together,$3.89,https://store.steampowered.com/app/865360/We_Were_Here_Together/?snr=1_7_7_2300_150_7,865360,positive
D-topia,$17.99,https://store.steampowered.com/app/1895460/Dtopia/?snr=1_7_7_2300_150_7,1895460,positive
Monument Valley 3,$11.24,https://store.steampowered.com/app/3132930/Monument_Valley_3/?snr=1_7_7_2300_150_7,3132930,positive
Going Medieval,$23.99,https://store.steampowered.com/app/1029780/Going_Medieval/?snr=1_7_7_2300_150_7,1029780,positive
Teddy's Haven,$11.99,https://store.steampowered.com/app/3615160/Teddys_Haven/?snr=1_7_7_2300_150_7,3615160,positive
The Rogue Prince of Persia,$8.99,https://store.steampowered.com/app/2717880/The_Rogue_Prince_of_Persia/?snr=1_7_7_2300_150_7,2717880,positive
Digimon Story Cyber Sleuth: Complete Edition,$4.99,https://store.steampowered.com/app/1042550/Digimon_Story_Cyber_Sleuth_Complete_Edition/?snr=1_7_7_2300_150_7,1042550,positive
Shadow Gambit: The Cursed Crew,$9.99,https://store.steampowered.com/app/1545560/Shadow_Gambit_The_Cursed_Crew/?snr=1_7_7_2300_150_7,1545560,positive
Bendy and the Dark Revival,$5.98,https://store.steampowered.com/app/1063660/Bendy_and_the_Dark_Revival/?snr=1_7_7_2300_150_7,1063660,positive
Sherlock Holmes The Awakened,$3.99,https://store.steampowered.com/app/1949030/Sherlock_Holmes_The_Awakened/?snr=1_7_7_2300_150_7,1949030,positive
METAL GEAR SOLID - Master Collection Version NA,$9.99,https://store.steampowered.com/sub/859399/?snr=1_7_7_2300_150_7,"2131630,2131680",positive
Six Days in Fallujah,$25.99,https://store.steampowered.com/app/1548850/Six_Days_in_Fallujah/?snr=1_7_7_2300_150_7,1548850,positive
Tung Tung Tung Survival,$1.19,https://store.steampowered.com/app/4855760/Tung_Tung_Tung_Survival/?snr=1_7_7_2300_150_7,4855760,positive
Castlevania: Lords of Shadow 2,$7.99,https://store.steampowered.com/app/239250/Castlevania_Lords_of_Shadow_2/?snr=1_7_7_2300_150_7,239250,positive
LOLLIPOP CHAINSAW RePOP,$26.99,https://store.steampowered.com/app/2658450/LOLLIPOP_CHAINSAW_RePOP/?snr=1_7_7_2300_150_7,2658450,positive
Sunderfolk,$24.99,https://store.steampowered.com/app/2414270/Sunderfolk/?snr=1_7_7_2300_150_7,2414270,positive
Dead Rising 3 Apocalypse Edition,$5.99,https://store.steampowered.com/app/265550/Dead_Rising_3_Apocalypse_Edition/?snr=1_7_7_2300_150_7,265550,positive
Unrailed!,$2.99,https://store.steampowered.com/app/1016920/Unrailed/?snr=1_7_7_2300_150_7,1016920,positive
UNDERDOGS,$14.99,https://store.steampowered.com/app/2441700/UNDERDOGS/?snr=1_7_7_2300_150_7,2441700,positive
SNK 40th ANNIVERSARY COLLECTION,$4.49,https://store.steampowered.com/app/865940/SNK_40th_ANNIVERSARY_COLLECTION/?snr=1_7_7_2300_150_7,865940,positive
Bad North: Jotunn Edition,$2.99,https://store.steampowered.com/app/688420/Bad_North_Jotunn_Edition/?snr=1_7_7_2300_150_7,688420,positive
Ghost Janitors,$6.29,https://store.steampowered.com/app/2772990/Ghost_Janitors/?snr=1_7_7_2300_150_7,2772990,positive
Modulus: Factory Automation,$18.74,https://store.steampowered.com/app/2779120/Modulus_Factory_Automation/?snr=1_7_7_2300_150_7,2779120,positive
Pioneers of Pagonia,$20.99,https://store.steampowered.com/app/2155180/Pioneers_of_Pagonia/?snr=1_7_7_2300_150_7,2155180,positive
GreedFall,$3.49,https://store.steampowered.com/app/606880/GreedFall/?snr=1_7_7_2300_150_7,606880,positive
Digimon World: Next Order,$9.59,https://store.steampowered.com/app/1530160/Digimon_World_Next_Order/?snr=1_7_7_2300_150_7,1530160,positive
One Deck Dungeon,$1.99,https://store.steampowered.com/app/770100/One_Deck_Dungeon/?snr=1_7_7_2300_150_7,770100,positive
Tom Clancy’s The Division™,$5.99,https://store.steampowered.com/app/365590/Tom_Clancys_The_Division/?snr=1_7_7_2300_150_7,365590,positive
MEGATON MUSASHI W: WIRED,$24.99,https://store.steampowered.com/app/2450450/MEGATON_MUSASHI_W_WIRED/?snr=1_7_7_2300_150_7,2450450,positive
Spirit City: Lofi Sessions,$5.99,https://store.steampowered.com/app/2113850/Spirit_City_Lofi_Sessions/?snr=1_7_7_2300_150_8,2113850,positive
Loco Motive,$10.79,https://store.steampowered.com/app/1709880/Loco_Motive/?snr=1_7_7_2300_150_8,1709880,positive
Imperial Ambitions,$17.99,https://store.steampowered.com/app/2219390/Imperial_Ambitions/?snr=1_7_7_2300_150_8,2219390,positive
A Game About Digging A Hole™,$3.24,https://store.steampowered.com/app/3244220/A_Game_About_Digging_A_Hole/?snr=1_7_7_2300_150_8,3244220,positive
Granvir,$11.99,https://store.steampowered.com/app/2743460/Granvir/?snr=1_7_7_2300_150_8,2743460,positive
Moonstone Island,$4.99,https://store.steampowered.com/app/1658150/Moonstone_Island/?snr=1_7_7_2300_150_8,1658150,positive
Once Upon A KATAMARI,$23.99,https://store.steampowered.com/app/1880620/Once_Upon_A_KATAMARI/?snr=1_7_7_2300_150_8,1880620,positive
Dead Island Definitive Edition,$1.99,https://store.steampowered.com/app/383150/Dead_Island_Definitive_Edition/?snr=1_7_7_2300_150_8,383150,positive
System Shock 2: 25th Anniversary Remaster,$16.49,https://store.steampowered.com/app/866570/System_Shock_2_25th_Anniversary_Remaster/?snr=1_7_7_2300_150_8,866570,positive
Sherlock Holmes Chapter One,$4.49,https://store.steampowered.com/app/1137300/Sherlock_Holmes_Chapter_One/?snr=1_7_7_2300_150_8,1137300,positive
Seafarer: The Ship Sim,$14.99,https://store.steampowered.com/app/2582140/Seafarer_The_Ship_Sim/?snr=1_7_7_2300_150_8,2582140,mixed
Game of Rebirth,$11.69,https://store.steampowered.com/app/3565290/Game_of_Rebirth/?snr=1_7_7_2300_150_8,3565290,positive
Sol Cesto,$9.79,https://store.steampowered.com/app/2738490/Sol_Cesto/?snr=1_7_7_2300_150_8,2738490,positive
Detective Grimoire,$1.39,https://store.steampowered.com/app/272600/Detective_Grimoire/?snr=1_7_7_2300_150_8,272600,positive
Realm of Ink,$22.49,https://store.steampowered.com/app/2597080/Realm_of_Ink/?snr=1_7_7_2300_150_8,2597080,positive
Just Die Already,$2.24,https://store.steampowered.com/app/979070/Just_Die_Already/?snr=1_7_7_2300_150_8,979070,positive
Mama's Sleeping Angels,$7.49,https://store.steampowered.com/app/2918310/Mamas_Sleeping_Angels/?snr=1_7_7_2300_150_8,2918310,positive
POSTAL: Brain Damaged,$4.99,https://store.steampowered.com/app/1359980/POSTAL_Brain_Damaged/?snr=1_7_7_2300_150_8,1359980,positive
Luto,$11.99,https://store.steampowered.com/app/1729740/Luto/?snr=1_7_7_2300_150_8,1729740,positive
TerraTech,$6.24,https://store.steampowered.com/app/285920/TerraTech/?snr=1_7_7_2300_150_8,285920,positive
Gambonanza,$9.74,https://store.steampowered.com/app/3509230/Gambonanza/?snr=1_7_7_2300_150_8,3509230,positive
Wildfrost,$11.99,https://store.steampowered.com/app/1811990/Wildfrost/?snr=1_7_7_2300_150_8,1811990,positive
Veritas Tales: Witch of the Dark Castle,$15.29,https://store.steampowered.com/app/4508570/Veritas_Tales_Witch_of_the_Dark_Castle/?snr=1_7_7_2300_150_8,4508570,positive
Craftopia,$14.99,https://store.steampowered.com/app/1307550/Craftopia/?snr=1_7_7_2300_150_8,1307550,positive
Better Than Dead,$13.49,https://store.steampowered.com/app/2599690/Better_Than_Dead/?snr=1_7_7_2300_150_8,2599690,positive
Lucky Tower Ultimate,$11.99,https://store.steampowered.com/app/1700270/Lucky_Tower_Ultimate/?snr=1_7_7_2300_150_8,1700270,positive
SUPER ROBOT WARS Y,$56.99,https://store.steampowered.com/app/1909950/SUPER_ROBOT_WARS_Y/?snr=1_7_7_2300_150_8,1909950,positive
Darkwood,$2.99,https://store.steampowered.com/app/274520/Darkwood/?snr=1_7_7_2300_150_8,274520,positive
Escape From Mystwood Mansion,$8.49,https://store.steampowered.com/app/2292650/Escape_From_Mystwood_Mansion/?snr=1_7_7_2300_150_8,2292650,positive
Onimusha 2: Samurai's Destiny,$14.99,https://store.steampowered.com/app/3046600/Onimusha_2_Samurais_Destiny/?snr=1_7_7_2300_150_8,3046600,positive
Hotel Galactic,$10.84,https://store.steampowered.com/app/2183670/Hotel_Galactic/?snr=1_7_7_2300_150_8,2183670,positive
Streamer Life Simulator 2,$9.58,https://store.steampowered.com/app/2890830/Streamer_Life_Simulator_2/?snr=1_7_7_2300_150_8,2890830,positive
Data Center,$7.19,https://store.steampowered.com/app/4170200/Data_Center/?snr=1_7_7_2300_150_8,4170200,positive
RIDE 4,$5.99,https://store.steampowered.com/app/1259980/RIDE_4/?snr=1_7_7_2300_150_8,1259980,positive
Far Cry® New Dawn,$7.99,https://store.steampowered.com/app/939960/Far_Cry_New_Dawn/?snr=1_7_7_2300_150_8,939960,positive
TerraTech Legion,$7.99,https://store.steampowered.com/app/3596700/TerraTech_Legion/?snr=1_7_7_2300_150_8,3596700,positive
LEGO® Voyagers,$17.49,https://store.steampowered.com/app/1538550/LEGO_Voyagers/?snr=1_7_7_2300_150_8,1538550,positive
Tokyo Valkyries,$20.69,https://store.steampowered.com/app/4093240/Tokyo_Valkyries/?snr=1_7_7_2300_150_8,4093240,positive
Rune Dice,$11.99,https://store.steampowered.com/app/3542380/Rune_Dice/?snr=1_7_7_2300_150_8,3542380,positive
Make Way,$3.74,https://store.steampowered.com/app/1445790/Make_Way/?snr=1_7_7_2300_150_8,1445790,positive
The Séance of Blake Manor,$13.99,https://store.steampowered.com/app/1395520/The_Sance_of_Blake_Manor/?snr=1_7_7_2300_150_8,1395520,positive
Skullgirls 2nd Encore,$6.24,https://store.steampowered.com/app/245170/Skullgirls_2nd_Encore/?snr=1_7_7_2300_150_8,245170,positive
Castlevania Advance Collection,$9.99,https://store.steampowered.com/app/1552550/Castlevania_Advance_Collection/?snr=1_7_7_2300_150_8,1552550,positive
Castlevania: Lords of Shadow – Ultimate Edition,$5.99,https://store.steampowered.com/app/234080/Castlevania_Lords_of_Shadow__Ultimate_Edition/?snr=1_7_7_2300_150_8,234080,positive
Qianli: The Vastscape Scroll,$8.99,https://store.steampowered.com/app/4358380/Qianli_The_Vastscape_Scroll/?snr=1_7_7_2300_150_8,4358380,positive
As We Descend,$13.39,https://store.steampowered.com/app/1769830/As_We_Descend/?snr=1_7_7_2300_150_8,1769830,positive
Bread & Fred,$6.74,https://store.steampowered.com/app/1607680/Bread__Fred/?snr=1_7_7_2300_150_8,1607680,positive
Neon White,$9.99,https://store.steampowered.com/app/1533420/Neon_White/?snr=1_7_7_2300_150_8,1533420,positive
Just Shapes & Beats,$11.99,https://store.steampowered.com/app/531510/Just_Shapes__Beats/?snr=1_7_7_2300_150_8,531510,positive
Skull Horde,$9.74,https://store.steampowered.com/app/3199360/Skull_Horde/?snr=1_7_7_2300_150_9,3199360,positive
Taxi Life: A City Driving Simulator,$11.19,https://store.steampowered.com/app/1351240/Taxi_Life_A_City_Driving_Simulator/?snr=1_7_7_2300_150_9,1351240,mixed
Ember Knights,$7.99,https://store.steampowered.com/app/1135230/Ember_Knights/?snr=1_7_7_2300_150_9,1135230,positive
Yu-Gi-Oh! Legacy of the Duelist : Link Evolution,$9.99,https://store.steampowered.com/app/1150640/YuGiOh_Legacy_of_the_Duelist__Link_Evolution/?snr=1_7_7_2300_150_9,1150640,positive
The Ember Guardian,$15.99,https://store.steampowered.com/app/3570060/The_Ember_Guardian/?snr=1_7_7_2300_150_9,3570060,positive
Cheat Death,$9.87,https://store.steampowered.com/app/3756340/Cheat_Death/?snr=1_7_7_2300_150_9,3756340,positive
